recommendation_event_id,session_id,anonymous_id,customer_id,experiment_id,variant,product_id,event_type,event_timestamp
rec_000000059,sess_000004500,anon_000004500,d1493ea113e66d929cd7057095b560b9,exp_001,control,2d354026ff76d22a151846a05f5cfd3c,recommendation_impression,2017-03-13 12:47:15
rec_000000060,sess_000004854,anon_000004854,b9b285439e0ae073d8700ecdcd4e4bcb,exp_001,treatment,3374f1e0e721154f553fa0b0994ff405,recommendation_impression,2017-02-24 21:22:58
rec_000000061,sess_000004854,anon_000004854,b9b285439e0ae073d8700ecdcd4e4bcb,exp_001,treatment,78eacca1151432fda7271e7e53e49720,recommendation_impression,2017-02-24 21:04:32
rec_000000062,sess_000004924,anon_000004924,5fd5cb96f515996e88d84c61012d97f4,exp_001,treatment,a0eef953cb25bc9ae40457e1c3c82946,recommendation_impression,2017-02-19 08:43:44
rec_000000063,sess_000005152,anon_000005152,967cb8f7540c4e9fa2bffaa0f8f1c63b,exp_001,control,b4183f86c9a0c7a13138ff4575114f76,recommendation_impression,2017-02-09 00:01:25
rec_000000064,sess_000005152,anon_000005152,967cb8f7540c4e9fa2bffaa0f8f1c63b,exp_001,control,f487b1c4ef5ac6ad6d09b6f1426fb6f0,recommendation_impression,2017-02-09 00:06:03
rec_000000065,sess_000005152,anon_000005152,967cb8f7540c4e9fa2bffaa0f8f1c63b,exp_001,control,b79d7f5b95f27eb1f3e1b95e7808c08a,recommendation_impression,2017-02-09 00:02:48
rec_000000066,sess_000005174,anon_000005174,7c08087045374bb1d3d72120ba4f1cc6,exp_001,treatment,19936fa4f614ee0590d3b77ac83fd648,recommendation_impression,2017-02-25 06:53:01
rec_000000067,sess_000005174,anon_000005174,7c08087045374bb1d3d72120ba4f1cc6,exp_001,treatment,98190f6a2c3253d07ca86525bb238162,recommendation_impression,2017-02-25 06:57:24
rec_000000068,sess_000005520,anon_000005520,2c6882de19e82ab91b7cd3dd2c49873e,exp_001,treatment,0950783476d3f6529a03b28fcac219d1,recommendation_impression,2017-03-03 17:36:29
rec_000000069,sess_000005520,anon_000005520,2c6882de19e82ab91b7cd3dd2c49873e,exp_001,treatment,b9da2805666fccbb12f3aa73f0e94ec6,recommendation_impression,2017-03-03 17:08:36
rec_000000070,sess_000005622,anon_000005622,4c6f7b26aea4a8af163c9e3723a3ebb5,exp_001,treatment,15d8ac236009f0d5e74a5033a53ba460,recommendation_impression,2017-01-23 18:46:13
rec_000000071,sess_000005622,anon_000005622,4c6f7b26aea4a8af163c9e3723a3ebb5,exp_001,treatment,c5db51af7d9a58228bcea932010cf080,recommendation_impression,2017-01-23 18:24:11
rec_000000072,sess_000005860,anon_000005860,62c819c053d16bbdc6cf5794411443a9,exp_001,control,76bfc9b1b1f332cfe28e1480389a38ca,recommendation_impression,2017-03-14 03:51:07
rec_000000073,sess_000005860,anon_000005860,62c819c053d16bbdc6cf5794411443a9,exp_001,control,3a1855685a49813f60e6193864f7215e,recommendation_impression,2017-03-14 03:58:55
rec_000000074,sess_000005860,anon_000005860,62c819c053d16bbdc6cf5794411443a9,exp_001,control,fdbcb10ffeacc2c174245c6d2c4c05ce,recommendation_impression,2017-03-14 03:44:33
rec_000000075,sess_000006003,anon_000006003,eb46deb9e3c7469abf39577b396e5346,exp_001,control,5eae236b07a8c5db6299c7f9c3ba2e6e,recommendation_impression,2017-03-09 08:46:09
rec_000000076,sess_000006003,anon_000006003,eb46deb9e3c7469abf39577b396e5346,exp_001,control,73c4efa86252b055fd99142e4c718043,recommendation_impression,2017-03-09 08:37:54
rec_000000077,sess_000006128,anon_000006128,36925ecfeecb282ef82fe8dc4cdee8e8,exp_001,treatment,2a0cbfbf0006e0d28dee8a5f20e1ebf2,recommendation_impression,2017-02-28 11:53:59
rec_000000078,sess_000006128,anon_000006128,36925ecfeecb282ef82fe8dc4cdee8e8,exp_001,treatment,6c7a0a349ad11817745e3ad58abd5c79,recommendation_impression,2017-02-28 12:08:38
rec_000000079,sess_000006187,anon_000006187,d0522dd7246e11b31213cce1c3215a24,exp_001,treatment,adb1f4589c0848c3f4ed116ade592400,recommendation_impression,2017-02-16 16:46:40
rec_000000080,sess_000006283,anon_000006283,c30ec940f81a313d41c75e8f2a076fbe,exp_001,treatment,9fe67dbcc33795d7fafe354d7c850115,recommendation_impression,2017-02-06 12:36:53
rec_000000081,sess_000006283,anon_000006283,c30ec940f81a313d41c75e8f2a076fbe,exp_001,treatment,5babb170cd172ec25690087d7018f26c,recommendation_impression,2017-02-06 12:38:22
rec_000000082,sess_000006329,anon_000006329,77ae74c04570dc67a52d7bb0bb9d02c2,exp_001,control,87ac501420e10a4e559d1094f172eb63,recommendation_impression,2017-02-28 01:54:01
rec_000000083,sess_000006329,anon_000006329,77ae74c04570dc67a52d7bb0bb9d02c2,exp_001,control,5ddd4525c6d0fbca9dc118056fd90d61,recommendation_impression,2017-02-28 02:56:39
rec_000000084,sess_000006329,anon_000006329,77ae74c04570dc67a52d7bb0bb9d02c2,exp_001,control,c7dc39bcc7f9bf8a9b253b8727a0cde5,recommendation_impression,2017-02-28 02:18:54
rec_000000085,sess_000006638,anon_000006638,c360961ef98b0d4b28357b7fd0387673,exp_001,treatment,230aa1590e1e7bc88252d8f1649109c2,recommendation_impression,2017-01-22 18:15:35
rec_000000086,sess_000006638,anon_000006638,c360961ef98b0d4b28357b7fd0387673,exp_001,treatment,b8355aca8662d7e0c913ed67412d8ecc,recommendation_impression,2017-01-22 18:53:36
rec_000000087,sess_000006638,anon_000006638,c360961ef98b0d4b28357b7fd0387673,exp_001,treatment,99ce9f06fbb85fb4f451c6a0691e69a4,recommendation_impression,2017-01-22 18:42:24
rec_000000088,sess_000006754,anon_000006754,cb633030180d869d7bb76aa783a78b6d,exp_001,treatment,be92bd4ffb2aeb2776beaf42860ce0ce,recommendation_impression,2017-02-17 08:11:52
rec_000000089,sess_000006754,anon_000006754,cb633030180d869d7bb76aa783a78b6d,exp_001,treatment,bbaa976a69c3a1594ebc1fc560f62978,recommendation_impression,2017-02-17 08:10:45
rec_000000090,sess_000006754,anon_000006754,cb633030180d869d7bb76aa783a78b6d,exp_001,treatment,197f7d1d3a8b0bf0c8f0394ff71b574b,recommendation_impression,2017-02-17 08:07:36
rec_000000091,sess_000006769,anon_000006769,397615a43d68e23b03dd85c623b88703,exp_001,treatment,4f3192a28c9da057319996e1502dc216,recommendation_impression,2017-01-15 20:10:00
rec_000000092,sess_000006769,anon_000006769,397615a43d68e23b03dd85c623b88703,exp_001,treatment,94dfe961f86c1f33e5387b6c59201fc7,recommendation_impression,2017-01-15 20:19:05
rec_000000093,sess_000006769,anon_000006769,397615a43d68e23b03dd85c623b88703,exp_001,treatment,3bae6cd6874475c1ebf2c5dbca8493fa,recommendation_impression,2017-01-15 20:09:23
rec_000000094,sess_000006775,anon_000006775,b4a9fb5e9e2eff09bfc2bc3dc69957a8,exp_001,treatment,a2383392185fd006ff9117e6a8eb2afb,recommendation_impression,2017-03-01 06:42:54
rec_000000095,sess_000006775,anon_000006775,b4a9fb5e9e2eff09bfc2bc3dc69957a8,exp_001,treatment,8ad1611d2c47dc2dbf44a8b99f80cda6,recommendation_impression,2017-03-01 06:42:54
rec_000000096,sess_000006775,anon_000006775,b4a9fb5e9e2eff09bfc2bc3dc69957a8,exp_001,treatment,dd32399c79aa851dc98bfcfdd385700f,recommendation_impression,2017-03-01 06:39:28
rec_000000097,sess_000006882,anon_000006882,dd3a838b2d5933d07fb4b843c70206e6,exp_001,control,ee8a9e48919f38bc0f3af2416718b854,recommendation_impression,2017-03-02 06:04:09
rec_000000098,sess_000006898,anon_000006898,7700917fd68e46178da25cb3bde42684,exp_001,treatment,3cc52e01a315aba7f650574a3a256b1a,recommendation_impression,2017-03-08 23:20:35
rec_000000099,sess_000006920,anon_000006920,7e22aa38ee8f6869c7efd3348b63be3d,exp_001,treatment,101f391b9c83dc14c8f6147dcb70bfd3,recommendation_impression,2017-02-16 10:47:55
rec_000000100,sess_000007178,anon_000007178,258b9a99a288554151e05a60c0c09670,exp_001,treatment,69fb24f0cd077f460768e66b89c3565e,recommendation_impression,2017-03-14 23:26:24
rec_000000101,sess_000007178,anon_000007178,258b9a99a288554151e05a60c0c09670,exp_001,treatment,5e434712653feed8cd837cbd10ea9b18,recommendation_impression,2017-03-14 23:34:03
rec_000000102,sess_000007197,anon_000007197,b555c2cccafffab3b1ea024fca59f769,exp_001,treatment,52261c8a90724edab7b960c69dbf7a9c,recommendation_impression,2017-02-21 14:47:59
rec_000000103,sess_000007197,anon_000007197,b555c2cccafffab3b1ea024fca59f769,exp_001,treatment,d670c0f6be30a062ebd8f8612ea82d71,recommendation_impression,2017-02-21 14:46:45
rec_000000104,sess_000007207,anon_000007207,b103b8c8af8eb17c72c213b36ccd4f34,exp_001,control,9b169f20f1b0ad0cd0d53d6d5f12e20f,recommendation_impression,2017-01-28 05:46:34
rec_000000105,sess_000007207,anon_000007207,b103b8c8af8eb17c72c213b36ccd4f34,exp_001,control,7039b86e688d15677bdccc14562801dc,recommendation_impression,2017-01-28 05:48:59
rec_000000106,sess_000007207,anon_000007207,b103b8c8af8eb17c72c213b36ccd4f34,exp_001,control,e6974726480273852de4ef5d57003db2,recommendation_impression,2017-01-28 05:37:28
rec_000000107,sess_000007364,anon_000007364,f9b4364d72fa2633b5eaaf6626e19cd9,exp_001,control,bbc218887dbdfc5ff05ffc02831a906e,recommendation_impression,2017-03-05 13:39:23
rec_000000108,sess_000007364,anon_000007364,f9b4364d72fa2633b5eaaf6626e19cd9,exp_001,control,f6eba18c85e97922a606efd9b6455890,recommendation_impression,2017-03-05 13:50:10
rec_000000109,sess_000007364,anon_000007364,f9b4364d72fa2633b5eaaf6626e19cd9,exp_001,control,163302a9e5ed53e2b3062577e254ce16,recommendation_impression,2017-03-05 13:38:37
rec_000000110,sess_000007532,anon_000007532,810ebec1115a836e0ee7e10b5af94309,exp_001,treatment,0a1c4b9c1ca294b2c85dbe2d4920abe6,recommendation_impression,2017-03-16 10:21:33
rec_000000111,sess_000007532,anon_000007532,810ebec1115a836e0ee7e10b5af94309,exp_001,treatment,c9e0665ea8ce2a04e4db1b53be9fc0d2,recommendation_impression,2017-03-16 10:21:19
rec_000000112,sess_000007532,anon_000007532,810ebec1115a836e0ee7e10b5af94309,exp_001,treatment,4ae24a5e47258817e334be1de90a658a,recommendation_impression,2017-03-16 10:22:08
rec_000000113,sess_000007695,anon_000007695,2cfefc9a6a972224d0e4a6a1363dfc18,exp_001,control,00e62bcf9337ca4c5d5b4c5c8188f8d2,recommendation_impression,2017-02-05 10:17:45
rec_000000114,sess_000007695,anon_000007695,2cfefc9a6a972224d0e4a6a1363dfc18,exp_001,control,a8df513e8be2c303a357f71e5f62d1e0,recommendation_impression,2017-02-05 10:29:37
rec_000000115,sess_000007695,anon_000007695,2cfefc9a6a972224d0e4a6a1363dfc18,exp_001,control,ee7de8d5e813bc4c5f9f1c38ba41e7e5,recommendation_impression,2017-02-05 10:14:47
rec_000000116,sess_000007710,anon_000007710,1b98ceeebae34df2dd185d643c329671,exp_001,treatment,59f42de833f91d27e377bf831fa9c1e0,recommendation_impression,2017-02-28 02:55:59
rec_000000117,sess_000007710,anon_000007710,1b98ceeebae34df2dd185d643c329671,exp_001,treatment,8a551a6371de62f6f595bb25c473b877,recommendation_impression,2017-02-28 02:49:22
rec_000000118,sess_000007710,anon_000007710,1b98ceeebae34df2dd185d643c329671,exp_001,treatment,d5b703c271f43f9c588a6f512a00f77e,recommendation_impression,2017-02-28 02:49:53
rec_000000119,sess_000007772,anon_000007772,06cd112a475fd4d834eff32968147050,exp_001,control,96ed3b4b62790bd962aac0b317109be4,recommendation_impression,2017-03-09 14:53:18
rec_000000120,sess_000007772,anon_000007772,06cd112a475fd4d834eff32968147050,exp_001,control,5a790acce109b9b76e3446f96430a1d0,recommendation_impression,2017-03-09 14:55:20
rec_000000121,sess_000007814,anon_000007814,3f2c91cf99f9896186902778e28051a9,exp_001,control,aef099a1948ab0d8a11c5a4b41ab3809,recommendation_impression,2017-02-14 19:12:32
rec_000000122,sess_000007814,anon_000007814,3f2c91cf99f9896186902778e28051a9,exp_001,control,66a296c4ca6e6b89a44c7d6ab252aacd,recommendation_impression,2017-02-14 19:09:19
rec_000000123,sess_000007821,anon_000007821,5377747fe0fb0411142e710e112b22b4,exp_001,treatment,0a69d717eddde56680a2f9af307f2b05,recommendation_impression,2017-03-02 07:38:58
rec_000000124,sess_000007878,anon_000007878,ba782bf15a4782b63af55d710f1864e6,exp_001,control,2bf72be295c67ec55ed408f9d0c582b4,recommendation_impression,2017-03-15 03:48:18
rec_000000125,sess_000007878,anon_000007878,ba782bf15a4782b63af55d710f1864e6,exp_001,control,2f4a64fe9c6430a9626b4745227cd0e8,recommendation_impression,2017-03-15 04:08:11
rec_000000126,sess_000007878,anon_000007878,ba782bf15a4782b63af55d710f1864e6,exp_001,control,188ca16451af4da0cdad2750f9973fd6,recommendation_impression,2017-03-15 04:40:21
rec_000000127,sess_000008060,anon_000008060,d95c5b9690c44ea8e2ae8dd3a33d314f,exp_001,control,68b7fda28d528d3fc87e60fcafc5830f,recommendation_impression,2017-03-13 12:55:11
rec_000000128,sess_000008060,anon_000008060,d95c5b9690c44ea8e2ae8dd3a33d314f,exp_001,control,b77df7139ed99ef7339229267c707f2a,recommendation_impression,2017-03-13 12:44:10
rec_000000129,sess_000008060,anon_000008060,d95c5b9690c44ea8e2ae8dd3a33d314f,exp_001,control,1b5978db99f7114b364fa0a0123eda05,recommendation_impression,2017-03-13 12:54:14
rec_000000130,sess_000008176,anon_000008176,c5e9fffc86cfd08b334b8926e15212ec,exp_001,treatment,2d2600c283c0c1af0528fd84c14a2c28,recommendation_impression,2017-03-05 12:35:40
rec_000000131,sess_000008233,anon_000008233,dd5fe640c8c5edd9fa2acdad4be7d4bd,exp_001,control,fedccbd5e370e8ddb7aae6fb4cb70347,recommendation_impression,2017-02-20 03:33:39
rec_000000132,sess_000008418,anon_000008418,db1383e3c3c58475adf2651e6cfa58f7,exp_001,treatment,1034b97aafcca692c8a2157f58f5b637,recommendation_impression,2017-02-23 04:26:34
rec_000000133,sess_000008418,anon_000008418,db1383e3c3c58475adf2651e6cfa58f7,exp_001,treatment,66042159d0dfc38befb19be08d425817,recommendation_impression,2017-02-23 04:29:26
rec_000000134,sess_000008418,anon_000008418,db1383e3c3c58475adf2651e6cfa58f7,exp_001,treatment,ff351cfcb7d6612f887fb0a230dfaf34,recommendation_impression,2017-02-23 04:22:30
rec_000000135,sess_000008433,anon_000008433,59d8dfd1edecbe50d98c151fe700e690,exp_001,control,7e0f1b886ed1dd65930f3b9a30d563d2,recommendation_impression,2017-03-09 08:40:51
rec_000000136,sess_000008600,anon_000008600,db4ffdc69a26c7e3fc8858bd647e157b,exp_001,control,67301eee7b845f54ee9df341fb8393de,recommendation_impression,2017-02-24 17:06:32
rec_000000137,sess_000008600,anon_000008600,db4ffdc69a26c7e3fc8858bd647e157b,exp_001,control,b94d8ea73a0921d4019e67239784e7f6,recommendation_impression,2017-02-24 17:32:58
rec_000000138,sess_000008732,anon_000008732,9bcfc7ffe10a203f8ddbc8a941f06ea4,exp_001,treatment,5e53d7f0369429a1b28ef093a15f7509,recommendation_impression,2017-01-22 21:14:37
rec_000000139,sess_000008749,anon_000008749,e05bcc70a42c95be8c4ba141fc5830e2,exp_001,control,98e0291e1b138b5b5384f44fd7a2d149,recommendation_impression,2017-01-19 03:12:55
rec_000000140,sess_000008888,anon_000008888,327927b2dace55da79e24be043558518,exp_001,control,a7caf970fe61b23afec3d2d0ba545eb8,recommendation_impression,2017-03-03 14:13:51
rec_000000141,sess_000008888,anon_000008888,327927b2dace55da79e24be043558518,exp_001,control,4182ad8f6fd91b6064f2d1097d8a4291,recommendation_impression,2017-03-03 14:18:33
rec_000000142,sess_000008917,anon_000008917,a59d43dffaa9ba50678839b373c5253e,exp_001,control,9766ad53f42ee034fbc0e29c85fe626c,recommendation_impression,2017-03-15 20:42:36
rec_000000143,sess_000008917,anon_000008917,a59d43dffaa9ba50678839b373c5253e,exp_001,control,39e3d246a3edd7b9ceba203155c1542c,recommendation_impression,2017-03-15 20:43:47
rec_000000144,sess_000008917,anon_000008917,a59d43dffaa9ba50678839b373c5253e,exp_001,control,c13753983dc6a777c5e17ebf6db9fceb,recommendation_impression,2017-03-15 20:46:57
rec_000000145,sess_000008962,anon_000008962,d4cc8627da6e9e201f18bfc780b077b1,exp_001,control,2a8181f10547f2766c59997bbf9af643,recommendation_impression,2017-02-22 21:35:39
rec_000000146,sess_000008962,anon_000008962,d4cc8627da6e9e201f18bfc780b077b1,exp_001,control,a8d2af10596b8acd5f45c720fe9745aa,recommendation_impression,2017-02-22 21:38:51
