identity_link_id,anonymous_id,customer_id,session_id,link_timestamp,link_method
identity_00000071,anon_000069507,3ffe2ccbfbf181d3e261ff9ba134a26d,sess_000069507,2016-09-05 12:50:32.787263403,successful_login
identity_00000072,anon_000381301,e7bcb58d36bc14e2c83b7dc650aa5350,sess_000381301,2016-09-05 13:03:25.515195280,successful_login
identity_00000073,anon_000449738,23a2f28693795176def2172543a4dcaa,sess_000449738,2016-09-05 13:07:54.775611273,successful_login
identity_00000074,anon_000376910,02c88401b4de00301504d6113cdb6cb7,sess_000376910,2016-09-05 13:30:34.307210864,successful_login
identity_00000075,anon_000120917,10d74e1a3adaeada0d8da4a2b2891cc3,sess_000120917,2016-09-05 13:34:16.733330316,successful_login
identity_00000076,anon_000063915,2aff9d1d67db8b6940220d901a107eae,sess_000063915,2016-09-05 13:41:35.158187045,successful_login
identity_00000077,anon_000137245,063d4a3e8b18f528d4695e3faad38ec8,sess_000137245,2016-09-05 13:51:48.052120321,successful_login
identity_00000078,anon_000240881,859fcac40c594fc5e56f068f90fa0cfe,sess_000240881,2016-09-05 14:23:40.541738202,successful_login
identity_00000079,anon_000163710,36e3882c806ea8ab9c2b1981cb46c255,sess_000163710,2016-09-05 14:51:49.817022462,successful_login
identity_00000080,anon_000440371,8b24cec0ffa00e513a7c9615c7054e2f,sess_000440371,2016-09-05 15:14:52.320388383,successful_login
identity_00000081,anon_000482336,82300dcbb75ec16bd16ef80e319ce42d,sess_000482336,2016-09-05 15:15:02.682243491,successful_login
identity_00000082,anon_000153065,0773e8341099048ea78ef0a38035e4e9,sess_000153065,2016-09-05 15:17:50.135877365,successful_login
identity_00000083,anon_000001547,4828a6413ea05bd3e64c16b7adf755cd,sess_000001547,2016-09-05 15:19:26.850525599,successful_login
identity_00000084,anon_000474952,cc3848d804d534ed7492ed16935f2cac,sess_000474952,2016-09-05 15:20:13.712690530,successful_login
identity_00000085,anon_000104204,c7a68b2b2775db26644d8f4e28c03604,sess_000104204,2016-09-05 15:32:06.924167851,successful_login
identity_00000086,anon_000031378,650fc77c61193bcb71fa5d86793522f3,sess_000031378,2016-09-05 15:57:06.861066164,successful_login
identity_00000087,anon_000039296,dff7d214d0b7746cf254bddfb43add02,sess_000039296,2016-09-05 16:14:12.941223256,successful_login
identity_00000088,anon_000271849,a31d81182a35974e456ae872e2fd62bb,sess_000271849,2016-09-05 16:16:05.642151329,successful_login
identity_00000089,anon_000324252,762714720007f6df80b89a121d5101e0,sess_000324252,2016-09-05 16:54:46.173349297,successful_login
identity_00000090,anon_000362768,69f08e0e159fe4bea4f387eeb8a57634,sess_000362768,2016-09-05 16:56:08.579750869,successful_login
identity_00000091,anon_000313305,ae0fb7b01c548c4fd30f19f55453ec4a,sess_000313305,2016-09-05 17:25:26.476155023,successful_login
identity_00000092,anon_000064975,60e55bb499b71f520bb1a1c15d0233fa,sess_000064975,2016-09-05 17:50:20.378001829,successful_login
identity_00000093,anon_000187911,3fcfab0e565a45accff1282416588060,sess_000187911,2016-09-05 18:31:37.620117293,successful_login
identity_00000094,anon_000378452,873fd3c8bfbe62572aea596a361c0849,sess_000378452,2016-09-05 18:34:43.793270712,successful_login
identity_00000095,anon_000403451,42a161720667afb9998d609863391870,sess_000403451,2016-09-05 18:35:39.951594806,successful_login
identity_00000096,anon_000418266,b8462c3f21655612e6a542de03fc2017,sess_000418266,2016-09-05 18:50:54.531143292,successful_login
identity_00000097,anon_000071571,a816e8cf96f6008bc1b6d8959654ed95,sess_000071571,2016-09-05 19:05:10.396900608,successful_login
identity_00000098,anon_000396635,8a3083e3f5500b50d6f4f3003604df87,sess_000396635,2016-09-05 19:17:45.311830465,successful_login
identity_00000099,anon_000124020,b85b78bc546abddd2832979f1c2efbd2,sess_000124020,2016-09-05 19:17:57.935196947,successful_login
identity_00000100,anon_000125734,758703a0274ea4a5adb2cd28a5af33f8,sess_000125734,2016-09-05 19:30:24.708922948,successful_login
identity_00000101,anon_000460796,802868e9b5a5edaaa3abd1f4c28f749c,sess_000460796,2016-09-05 19:41:45.572959446,successful_login
identity_00000102,anon_000123857,0198441fd94fedf81ba98683f6449a1e,sess_000123857,2016-09-05 19:42:23.067703987,successful_login
identity_00000103,anon_000172311,e7a4a490b45ad3e43a293f04a5bd6910,sess_000172311,2016-09-05 19:46:13.075956064,successful_login
identity_00000104,anon_000112144,82239de58e13a902a1dd2ac7ceccddf8,sess_000112144,2016-09-05 19:53:54.470069321,successful_login
identity_00000105,anon_000143947,24e7a8ad6072af8f5d13bc9c48fe3f92,sess_000143947,2016-09-05 19:57:17.398336615,successful_login
identity_00000106,anon_000368962,b11ef54879526dd5426f747d2ed677c1,sess_000368962,2016-09-05 20:03:22.079011605,successful_login
identity_00000107,anon_000089380,79735f2e8136ba8c16524a5bf978baf3,sess_000089380,2016-09-05 20:28:00.150272968,successful_login
identity_00000108,anon_000120912,be050d112c9ee1ef0568e37d42c304e2,sess_000120912,2016-09-05 20:35:57.371094141,successful_login
identity_00000109,anon_000135077,ab98d2da5363a55f4c3fac106aa2ab8f,sess_000135077,2016-09-05 20:42:30.291519233,successful_login
identity_00000110,anon_000186773,b613e8d4d389f24b5c1d80cc176ca3e3,sess_000186773,2016-09-05 20:56:34.110563663,successful_login
identity_00000111,anon_000409357,16150771dfd4776261284213b89c304e,sess_000409357,2016-09-05 21:20:38.939967230,successful_login
identity_00000112,anon_000355082,6c7aa7f4eee619102606e20914da066a,sess_000355082,2016-09-05 21:21:01.133632909,successful_login
identity_00000113,anon_000323904,c36e16973acbe2b29f72665cfba6223e,sess_000323904,2016-09-05 21:21:31.219063682,successful_login
identity_00000114,anon_000422572,9e719f78889c3f9ec9fea06852eaf6b4,sess_000422572,2016-09-05 21:22:01.891709671,successful_login
identity_00000115,anon_000195785,711db73575cd5b4fe3b548c21fe53d46,sess_000195785,2016-09-05 21:32:41.643426787,successful_login
identity_00000116,anon_000443524,5a3bb993a582c8d3042cde231649578a,sess_000443524,2016-09-05 21:41:39.780917213,successful_login
identity_00000117,anon_000443438,2ea1e70e814723a2f9001e9411c2ffba,sess_000443438,2016-09-05 21:47:55.067200507,successful_login
identity_00000118,anon_000004846,df17fef4f9d03187862b78f95ab3be15,sess_000004846,2016-09-05 21:49:49.909416763,successful_login
identity_00000119,anon_000301742,96cd8ababfdcedc5d2572cc0874fe60c,sess_000301742,2016-09-05 21:59:47.342546917,successful_login
identity_00000120,anon_000061299,a7e3a7783c74a7e8330b461232f99e1b,sess_000061299,2016-09-05 22:21:23.933696830,successful_login
identity_00000121,anon_000220189,0c2473e5a7533f687f8e6aa29efbdc7d,sess_000220189,2016-09-05 22:36:31.387906990,successful_login
identity_00000122,anon_000265870,81abb4d0ef9fd61b1e22e4c9227bb580,sess_000265870,2016-09-05 22:39:39.659076257,successful_login
identity_00000123,anon_000305501,b2300f06092fdfd34385f05cb958e112,sess_000305501,2016-09-05 22:51:29.138412343,successful_login
identity_00000124,anon_000132294,1ae3d1ac4e9f72126d07ba9dff0c3762,sess_000132294,2016-09-05 22:55:37.741225769,successful_login
identity_00000125,anon_000328230,53d5f2f6e7e2e373cef9855f214855c5,sess_000328230,2016-09-05 23:06:24.025220033,successful_login
identity_00000126,anon_000466125,49b7fd265ca45534e3dd6d165a1fbd33,sess_000466125,2016-09-05 23:06:32.835059679,successful_login
identity_00000127,anon_000407434,a55d0e0d5e8af985ecc5e32d9bd5392d,sess_000407434,2016-09-05 23:11:48.671538507,successful_login
identity_00000128,anon_000223209,733c183c3f9284e9e1f4886214f1b376,sess_000223209,2016-09-05 23:50:07.334656048,successful_login
identity_00000129,anon_000033104,424593758067a693edc0b912ae09add5,sess_000033104,2016-09-05 23:54:28.888660090,successful_login
identity_00000130,anon_000281883,eb230c5952e4dbd6482a61f3da20475d,sess_000281883,2016-09-06 00:12:06.725092194,successful_login
identity_00000131,anon_000069849,8bfde2e8ee1c470784cebf3888dc3368,sess_000069849,2016-09-06 00:22:50.632438304,successful_login
identity_00000132,anon_000206613,ff015a148d2b336072bf54576da83d33,sess_000206613,2016-09-06 00:45:32.868247085,successful_login
identity_00000133,anon_000266428,3a0d9464f949d26dc04a2d4a13e1aac2,sess_000266428,2016-09-06 00:55:20.293190286,successful_login
identity_00000134,anon_000383860,ea358e7b5982a089fc5e862ef6731420,sess_000383860,2016-09-06 01:09:38.303607634,successful_login
identity_00000135,anon_000373111,e96059fccb7293fc18b1f7f8596488f6,sess_000373111,2016-09-06 01:21:59.416331696,successful_login
identity_00000136,anon_000368866,d0b17a3f2cfc2f8f729870235be4f59a,sess_000368866,2016-09-06 02:27:45.462992800,successful_login
identity_00000137,anon_000062278,d21101a81657215bf9d86ccc3da340a1,sess_000062278,2016-09-06 02:35:56.117720482,successful_login
identity_00000138,anon_000391012,2b2e382a46cc4a7fa1a7b5b16c70ff3c,sess_000391012,2016-09-06 02:36:49.459359938,successful_login
identity_00000139,anon_000306297,b77fe56b152475e858e79d35811bcbf2,sess_000306297,2016-09-06 02:43:58.196939093,successful_login
identity_00000140,anon_000455880,3887ca56ecb04770a526eeb6898db6b9,sess_000455880,2016-09-06 02:48:04.780266546,successful_login
identity_00000141,anon_000184360,3f3102815b8a6a1ad94e102399d6bb03,sess_000184360,2016-09-06 02:55:22.389791044,successful_login
identity_00000142,anon_000132404,1a83cc1e059cf017a5ade42677a76ed7,sess_000132404,2016-09-06 02:58:54.319806035,successful_login
identity_00000143,anon_000088661,ff774d667d8f3f8fe0bdd578e8d0a85f,sess_000088661,2016-09-06 03:38:36.004917820,successful_login
identity_00000144,anon_000388871,f01420e1e93a5d587f0e5b63bb9a83f4,sess_000388871,2016-09-06 03:55:42.640029146,successful_login
identity_00000145,anon_000011507,3225c076223e4cf8512be1779e066df8,sess_000011507,2016-09-06 04:17:47.895412662,successful_login
identity_00000146,anon_000116823,11ca735fecae936dacfea16499b4b4d7,sess_000116823,2016-09-06 04:23:24.893825140,successful_login
identity_00000147,anon_000116731,69d8d9775287ba592a957eba2211d351,sess_000116731,2016-09-06 04:55:54.848894752,successful_login
identity_00000148,anon_000180880,be4b8eea88fa0fb518b2d01a9cc62cbe,sess_000180880,2016-09-06 05:10:37.148898544,successful_login
identity_00000149,anon_000487330,611b4eed02fe31a0a9993a59023c35a8,sess_000487330,2016-09-06 05:10:59.703221797,successful_login
identity_00000150,anon_000237149,9a3f59cfc1631867943d54d285ab56a3,sess_000237149,2016-09-06 05:12:39.906827874,successful_login
identity_00000151,anon_000276240,cfe75ab6c94e28d2fb65a562c7e729c6,sess_000276240,2016-09-06 05:17:12.631294141,successful_login
identity_00000152,anon_000483430,422c1063e6bb4e39e0f40de0c06450e7,sess_000483430,2016-09-06 05:24:56.752681973,successful_login
identity_00000153,anon_000203266,35ce0b4b731e2f576d0facbccab90b77,sess_000203266,2016-09-06 05:26:36.694706485,successful_login
identity_00000154,anon_000095574,1003176bbc6539b4cf4931fe0228a69b,sess_000095574,2016-09-06 05:44:00.997536554,successful_login
identity_00000155,anon_000452502,7898e022985aa27661bbe054a10b41c9,sess_000452502,2016-09-06 05:55:31.696778292,successful_login
identity_00000156,anon_000226268,c2a9cd46541874a32b92b152f093c098,sess_000226268,2016-09-06 05:59:54.989743897,successful_login
identity_00000157,anon_000368753,43405cf6cb7dbd41afb6a0388d778002,sess_000368753,2016-09-06 06:03:17.360438354,successful_login
identity_00000158,anon_000301372,76456466e488ebe1a52338c4df13f15f,sess_000301372,2016-09-06 06:32:08.616097409,successful_login
identity_00000159,anon_000083683,a370cadf748c232df40b80db05b42df7,sess_000083683,2016-09-06 06:39:12.003857893,successful_login
identity_00000160,anon_000267721,9c338ea8093192e203bc16add78c123c,sess_000267721,2016-09-06 06:57:58.570838908,successful_login
identity_00000161,anon_000079393,d2013285ea5d44bf4298cdaa180e58ae,sess_000079393,2016-09-06 07:07:03.714922939,successful_login
identity_00000162,anon_000322123,6e8705f85c9f53976893a1450d426dc4,sess_000322123,2016-09-06 07:13:34.043468859,successful_login
identity_00000163,anon_000189529,55e8be09219e4bc9dd78f8596b1d03f7,sess_000189529,2016-09-06 07:18:26.169394509,successful_login
identity_00000164,anon_000039826,e02b0a31345a94677bcc33aa9bc0909a,sess_000039826,2016-09-06 07:38:48.059156860,successful_login
identity_00000165,anon_000448262,d69049b6e88258a24347911b615f141d,sess_000448262,2016-09-06 07:52:57.093386695,successful_login
identity_00000166,anon_000306441,d42b469613c4b4f8faa9162c8a79f7d6,sess_000306441,2016-09-06 07:54:12.993172855,successful_login
identity_00000167,anon_000154116,95c7d7d6100ea20ece117fd63edf1e51,sess_000154116,2016-09-06 07:57:27.370823401,successful_login
identity_00000168,anon_000455797,be07e18b74c064de0313f6377d064e02,sess_000455797,2016-09-06 08:02:53.336862640,successful_login
identity_00000169,anon_000265574,9cbea85941aeae8e6a33506e066a1913,sess_000265574,2016-09-06 08:11:11.829680757,successful_login
identity_00000170,anon_000033485,c7b836aefea27efb7e0bf4c70c129aff,sess_000033485,2016-09-06 08:39:30.012905857,successful_login
identity_00000171,anon_000312547,e1f402cd293ce51fe9be85bad82bb568,sess_000312547,2016-09-06 08:41:11.698597552,successful_login
identity_00000172,anon_000459661,2072fec3b5c685b0c11a2aadbed58072,sess_000459661,2016-09-06 08:45:18.476379648,successful_login
identity_00000173,anon_000204027,29bdfd7cb1c6a9ef72c7ddddab1fa3c7,sess_000204027,2016-09-06 09:05:06.042128778,successful_login
identity_00000174,anon_000214053,9318f7b29e978d7964af2bea8aecf18b,sess_000214053,2016-09-06 09:10:19.875655195,successful_login
identity_00000175,anon_000222240,bf00c57dea34fb09f3156995b583f6a8,sess_000222240,2016-09-06 09:13:28.875580135,successful_login
identity_00000176,anon_000079646,a1a779486ad5e2f9deb27e850219d330,sess_000079646,2016-09-06 09:13:55.807659233,successful_login
identity_00000177,anon_000127596,2d028440d72664dcf311e9b5143b6e6a,sess_000127596,2016-09-06 09:17:48.270220313,successful_login
identity_00000178,anon_000031134,907d77f631b9ca3c2e1f6e38c0905d48,sess_000031134,2016-09-06 09:30:10.057296217,successful_login
identity_00000179,anon_000129746,ffc0c21bf66cb129c62d8f89ed19c26c,sess_000129746,2016-09-06 09:37:49.374514374,successful_login
identity_00000180,anon_000014257,ac226e67c913e5f1039af998a59e538f,sess_000014257,2016-09-06 09:44:40.028132672,successful_login
identity_00000181,anon_000112338,b0609dab56252222b371cbe135de0abd,sess_000112338,2016-09-06 09:46:59.169342269,successful_login
identity_00000182,anon_000109489,dd00eabc317d5ac9f5d989df09a03fae,sess_000109489,2016-09-06 09:52:57.550944620,successful_login
identity_00000183,anon_000041542,7bc9b7017eab15299f2e16233739e918,sess_000041542,2016-09-06 09:59:12.687760230,successful_login
identity_00000184,anon_000189789,94539db12c46bcec8a87e6a805fe9c64,sess_000189789,2016-09-06 10:09:00.951161585,successful_login
identity_00000185,anon_000139574,dce0f4ec1a81a9f978ce37a460c55fad,sess_000139574,2016-09-06 10:20:39.471491218,successful_login
identity_00000186,anon_000319049,bff6ec4ae440aab4b8169c34f146da73,sess_000319049,2016-09-06 10:31:25.021986227,successful_login
identity_00000187,anon_000149918,b0cf88548f0e752a2ac621aa4941ee4c,sess_000149918,2016-09-06 10:41:01.086790153,successful_login
identity_00000188,anon_000348444,9e8a0bc9cd150e543c8c6f749dea22f2,sess_000348444,2016-09-06 10:56:26.302601614,successful_login
identity_00000189,anon_000302341,27389b038fe5c0831ab14f7dd5e8a89d,sess_000302341,2016-09-06 10:57:15.698912232,successful_login
identity_00000190,anon_000243517,ea881d44e7e735dd3b154baba6917f3b,sess_000243517,2016-09-06 11:10:03.523350584,successful_login
identity_00000191,anon_000380083,18b5e821fb1a52ebef7db6d4a73851f7,sess_000380083,2016-09-06 11:30:13.038808222,successful_login
identity_00000192,anon_000144307,f4ebae603a379d4055a61c782a2afcfa,sess_000144307,2016-09-06 11:34:42.932026802,successful_login
identity_00000193,anon_000004855,cc4e05eb7d11adf9ff56a1c0bf9163da,sess_000004855,2016-09-06 12:16:20.636806901,successful_login
identity_00000194,anon_000272845,6b9a33f401d8354c5d02e52e111716ba,sess_000272845,2016-09-06 12:20:24.785926860,successful_login
identity_00000195,anon_000079079,ab8fe6f7befe06ef4536fb2ed52a4c21,sess_000079079,2016-09-06 12:30:10.639288850,successful_login
identity_00000196,anon_000221110,fcbabeab77405bd9462db83adbee7f65,sess_000221110,2016-09-06 12:35:06.052589168,successful_login
identity_00000197,anon_000143861,a3bedaaf2a73a0804292e8b3e5f7ed93,sess_000143861,2016-09-06 12:42:32.115983772,successful_login
identity_00000198,anon_000397256,6724a6cae17ace276a06cc89e89fc33b,sess_000397256,2016-09-06 12:56:20.249592263,successful_login
identity_00000199,anon_000261830,fc9c814a1d63689650a0292a9e32f9be,sess_000261830,2016-09-06 13:16:17.742836980,successful_login
identity_00000200,anon_000420343,7cbcf7f49823f300c2309bb4344c0e61,sess_000420343,2016-09-06 13:20:51.772849392,successful_login
identity_00000201,anon_000409291,817a3322ad71f73a2bd444f27583b4e6,sess_000409291,2016-09-06 14:10:33.248299497,successful_login
identity_00000202,anon_000435170,94bcf8baf19461186b00908eaaab6057,sess_000435170,2016-09-06 14:11:55.768582475,successful_login
identity_00000203,anon_000039648,61787c2e0950c809fa994931f878b1b3,sess_000039648,2016-09-06 14:26:26.281527539,successful_login
identity_00000204,anon_000189691,f359f71fa851a82f01355903628e6f37,sess_000189691,2016-09-06 14:28:29.767981996,successful_login
identity_00000205,anon_000074682,0999c7720d666729eec4968ae4ac70bb,sess_000074682,2016-09-06 14:30:37.725902950,successful_login
identity_00000206,anon_000482677,1c63bb604d3d1925644f1449af9b9a61,sess_000482677,2016-09-06 14:54:30.108800163,successful_login
identity_00000207,anon_000295439,d82eb09949dcb81a38a4b87cb80d45e7,sess_000295439,2016-09-06 14:56:37.938471195,successful_login
identity_00000208,anon_000267022,8f255887fe8b85c220e25b63ccd30a06,sess_000267022,2016-09-06 15:20:43.340731881,successful_login
identity_00000209,anon_000380592,19ec2ea35bb682c9936e2a35e4a212b0,sess_000380592,2016-09-06 15:28:39.691846199,successful_login
identity_00000210,anon_000145589,1ab919b1eac72cbf11b55217f5ae9210,sess_000145589,2016-09-06 15:41:36.238258875,successful_login
identity_00000211,anon_000039655,dd977229cead68422de7f3e250f0d78f,sess_000039655,2016-09-06 15:47:22.948778685,successful_login
identity_00000212,anon_000361159,9fdde8e80344faf4867a80ce47f44863,sess_000361159,2016-09-06 16:44:59.082845166,successful_login
identity_00000213,anon_000364262,790f3750b9619d5eaac692a81cb655d1,sess_000364262,2016-09-06 16:51:51.150139625,successful_login
